Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Bonsignori_2016:CH505	Corcoran_2016:H1	Doria-Rose_2015:CAP256	Eliyahu_2018:C10	Eliyahu_2018:C4	Eliyahu_2018:C6	Eliyahu_2018:C7	Eliyahu_2018:C9	Eliyahu_2018:CI11	Eliyahu_2018:CI13	Eliyahu_2018:CI16	Eliyahu_2018:CI20	Eliyahu_2018:CI21	Eliyahu_2018:CI26	Eliyahu_2018:CI4	Eliyahu_2018:SC1	Eliyahu_2018:SC14	Eliyahu_2018:SC15	Eliyahu_2018:SC2	Eliyahu_2018:SC3	Eliyahu_2018:SC7	Eliyahu_2018:SC8	Eliyahu_2018:SC9	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S6	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Johnson_2018:HD1	Landais_2017:PC064	Meng_2017a:Subject-D145	Meng_2017a:Subject-D149	Meng_2017a:Subject-D168	Meng_2017a:Subject-D181	Meng_2017a:Subject-D182	Palanichamy_2014:Subject-14711	Palanichamy_2014:Subject-26712	Palanichamy_2014:Subject-29612	Palanichamy_2014:Subject-30512	Palanichamy_2014:Subject-31012	Palanichamy_2014:Subject-34012	Palanichamy_2014:Subject-43113	Palanichamy_2014:Subject-43213	Rubelt_2016:TW01A	Rubelt_2016:TW01B	Rubelt_2016:TW02A	Rubelt_2016:TW02B	Rubelt_2016:TW03A	Rubelt_2016:TW03B	Rubelt_2016:TW04A	Rubelt_2016:TW04B	Rubelt_2016:TW05A	Rubelt_2016:TW05B	Soto_2016:IAVI84	Soto_2016:N152	Stern_2014:M2	Stern_2014:M3	Stern_2014:M4	Stern_2014:M5	Tipton_2015:subject-1	Tipton_2015:subject-2	Tipton_2015:subject-3	Tipton_2015:subject-4	Tipton_2015:subject-5	Tipton_2015:subject-6	Tipton_2015:subject-7	Tipton_2015:subject-8	Turchaninova_2016:donor-1	Turchaninova_2016:donor-2	Turchaninova_2016:donor-3	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD1a	Waltari_2018:BD1h	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD3a	Waltari_2018:BD3h	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD5a	Waltari_2018:BD5g	Waltari_2018:BD5h	Waltari_2018:BD6	Waltari_2018:BD6h	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB1g	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-74	Wu_2015:Donor-45	Zhou_2015:Donor-44	Zhou_2015:Donor-C38	Zhou_2015:Donor-RU01	Zhou_2015:Donor-RU08	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Palanichamy_2014:Subject-26712	65573	26732	47618	65122	61263	33774	31761	27624	34242	32306	34659	35237	40411	31883	37649	37426	30123	36362	32316	36816	33869	40165	37064	36564	32939	40612	46975	42192	42674	47468	45865	40116	41970	43888	41040	40790	45236	42545	40563	37734	46882	43988	43898	45450	38468	48572	37503	45680	41754	44720	45862	43164	38623	44784	37379	40864	46319	44892	43863	41796	43640	41853	39024	41061	39442	44873	45064	40550	45281	38138	49492	50221	45228	44821	43915	50142	41043	47868	53002	48629	47249	47667	47547	44983	45371	42259	50652	44818	48096	48798	48418	45431	48530	44887	44300	46069	46727	44441	45702	48261	46879	44959	43784	47623	44407	44964	44944	51950	48989	47353	47950	49051	43323	49100	44510	43125	45003	35188	49753	45120	43415	33004	37965	37521	84574	80835	85199	80269	46525	76775	97067	73494	70982	76079	96292	79599	43739	162240	47841	45709	52257	44888	48254	43109	45456	41613	52467	54101	52566	48065	57160	59562	52200	46354	26124	45912	63721	63938	63879	82194	75595	78993	86026	83458	61992	61869	78491	73128	52367	44545	25674	54698	47724	61097	65969	56244	51718	52791	49726	56335	37377	41268	49437	49316	67235	81509	62433	57785	58234	62873	59180	80617	59955	77188	49572	61645	64936	76845	71179	70449	60892	67305	78092	62371	71841	71292	65550	47495	51713	24369	68151	48189	55042	49828	36288	81225	80840	32773	51260	23294	26006	21711	21713	36997	61691
Palanichamy_2014:Subject-29612	150786	56582	115982	146626	148551	72338	66043	55044	71174	67715	74159	70488	94178	61419	79194	77133	60904	75557	66486	78376	66443	84043	75905	78800	68493	75668	89482	74992	80968	89253	84921	70241	76169	79514	74506	72562	81803	79590	71691	64400	87822	80391	79346	84467	69430	91270	66936	85231	75664	82482	85178	79117	68227	82141	65607	71143	86323	84324	77639	78798	78535	76024	68317	72937	70606	80366	86325	71316	82889	65569	94178	97930	82704	84325	81479	94399	72312	90235	104894	93471	90130	88942	91642	82165	84498	75596	97480	83730	89730	91481	91980	86084	92725	81724	81390	86648	88474	84382	86657	95029	89025	83485	80464	89557	83439	81934	79482	103819	95379	89884	89420	92114	79070	96598	80051	78442	82383	61589	97850	81718	79222	54597	66394	63263	220651	207311	225737	208483	115051	193290	262429	179715	172838	185473	255910	200816	77136	47841	495619	82039	111615	86116	92387	72114	87672	79357	113845	118150	115722	99667	124339	130942	107297	91749	51938	108164	150661	151302	153054	213255	194418	201679	222913	222864	146305	146826	209532	190497	120616	92017	45354	119025	93125	131786	151565	123641	105564	108334	100286	118308	68439	75750	108046	102297	149076	206655	135863	130608	130593	149021	133660	200207	142349	183549	112625	145263	162080	192201	175127	168274	148806	165317	189206	147430	176245	178532	158404	102813	98486	39197	145796	90360	111871	95936	61656	204221	211025	67923	119885	50956	58498	43534	45580	80923	146954
Palanichamy_2014:Subject-30512	124927	49256	91858	125619	116337	60157	56586	49109	63163	58515	63398	64269	77327	55122	69682	69069	53596	64851	54081	68159	59027	75139	68825	65913	59800	71730	84672	69787	77249	85339	80842	65238	68845	74826	67110	68724	79177	77930	70328	60173	83788	78843	75328	80725	66095	87435	60990	80253	73174	78735	82606	73624	63789	73938	64053	65511	81683	80732	75138	77387	75326	71843	63616	69105	63367	78565	78194	66996	79419	61703	90445	95324	81085	81870	77022	89872	66735	88759	99082	86350	85340	86423	89042	81031	83653	70785	94810	74724	86117	90686	88001	83574	86714	79671	77955	83115	83841	82323	81502	90786	84348	78593	75879	85613	79717	80469	79009	94949	90475	84554	84594	88342	72721	87127	80908	73672	77499	55286	91243	78187	70739	50588	59789	58378	168359	161513	174905	150806	90439	150916	191369	138334	133438	143672	196352	153472	69346	45709	82039	359919	93094	75899	80245	64042	78471	71206	95194	97414	98092	88022	106313	110319	92235	80782	43097	87015	122091	119672	120479	160740	153368	158637	170928	171418	121360	116260	155335	143569	94431	76566	41821	97977	80752	114580	126271	99692	91802	92042	88432	98146	60150	69578	89680	83439	127233	156250	118898	101933	101992	111248	102833	156078	104674	150342	88415	110285	116722	147277	132099	142266	109626	126679	155067	117791	138227	135615	123176	82982	85163	35991	127178	79649	93825	82504	56361	157172	159441	57193	100803	48676	49087	42163	43014	64791	123475
Palanichamy_2014:Subject-31012	187422	67360	134215	179974	178256	82989	75269	63205	81559	77547	85244	82755	109442	70770	93700	90069	68763	87104	75957	92172	76695	98520	89510	89608	79299	92683	109542	92268	98930	110853	104122	84849	92354	96876	88412	88472	100790	97890	87701	78726	108715	100324	97827	102731	82361	115021	78234	104020	91198	100809	105465	98476	80096	98227	79229	86270	106448	105006	95838	97084	97112	91457	82235	89328	83619	98800	103494	85206	101617	80176	118161	122798	103091	103540	101001	117880	86383	114158	130807	115051	110491	111074	112054	103309	104853	92070	123108	101204	110313	116156	114296	106057	114945	101963	99782	107764	107835	104134	104636	115793	112324	102068	97707	111970	101192	102493	100961	127142	119928	110547	111718	116107	95666	118741	101199	95550	100052	72267	118247	100282	94993	66320	80353	74879	278847	261850	282428	259006	148609	244688	329523	222640	215741	228404	322176	254196	88048	52257	111615	93094	658507	99960	104559	81938	103813	93169	134474	140238	138662	119907	151127	158233	125035	107275	63722	129189	185416	184479	187678	271396	240150	249556	276533	273995	174496	171105	253255	232947	139045	107916	52631	142436	110991	162873	187882	148364	128043	129209	121573	142895	80202	91218	124420	118350	183041	255817	166568	156553	153999	176334	158863	250637	167117	229276	130058	172296	189722	234598	208577	208595	177115	200271	235704	175120	213883	218614	185920	120484	119675	44000	183906	107938	132021	115863	72799	250869	262995	83118	153856	67973	71247	58900	59710	88121	184623
Palanichamy_2014:Subject-34012	131389	51104	98743	131438	126584	66289	60140	50062	65317	60918	67537	66390	83463	57799	73213	71022	55831	69497	59538	72262	61615	77956	70869	69353	63188	71962	83340	70489	75644	84957	80953	66317	70119	75767	68400	68646	78179	78114	69846	61263	83495	77856	76356	80330	65355	86852	61754	78006	72608	77160	82596	73627	63954	76346	63521	67721	82184	79937	74919	76239	75614	71807	65315	69353	65072	77526	78095	66455	79023	62992	91003	94203	80721	80544	77784	90224	66723	88385	99506	89202	85191	85879	87542	81100	83144	72265	94024	76693	83909	88933	88783	81013	87595	79493	77573	82095	83680	81403	82560	89878	85075	78907	76277	86569	78658	80860	77300	96750	89863	83720	85447	88354	73066	88438	79304	74873	76930	57004	92089	77534	72575	51328	61057	57724	186451	177337	193003	171551	99374	164743	214848	152414	146192	156353	214952	170468	70638	44888	86116	75899	99960	403339	83224	66331	79366	71601	99682	103147	101978	90078	109072	113829	95375	82716	50109	92452	133479	132184	132534	182289	164781	171877	187652	186986	126058	123784	169972	157537	100655	80022	42526	104513	84580	120565	134907	108260	97638	97191	92745	104019	64009	71179	92057	89605	131855	174664	120995	110391	109912	124147	113069	169771	115365	158435	95340	121264	131931	161726	144912	150245	123390	141217	165351	128762	152326	150447	132078	89661	86785	36336	131652	81077	97203	86180	57352	172518	178283	65221	111606	53485	52267	45032	47435	65926	134129
Palanichamy_2014:Subject-43113	144171	55598	104319	140125	137263	66380	61028	51701	67999	63026	68547	68097	86391	58632	74384	72114	57268	71374	61298	73831	63856	80636	72753	73307	64976	75400	89954	75717	82248	90205	86174	70407	75690	79905	72919	74126	82643	81574	73579	64035	88330	81338	80058	85342	69185	91565	66407	85440	76180	83795	86750	78726	67500	81402	67091	71133	86649	84985	79211	79907	79790	76034	68746	73318	69553	81886	85052	72338	85248	65744	95717	99860	84757	86005	82206	94586	72582	92997	105779	93254	90677	92054	93636	84940	86943	75779	99111	82162	91130	94099	93363	87046	92214	83807	81732	86341	90171	86398	86814	95795	88848	83205	81381	90851	84844	84574	81593	103645	95973	91077	90719	93674	78674	94178	82680	79107	83379	60636	97458	80807	77405	53875	64883	62670	200766	191467	208079	184856	113629	180629	234335	162609	158693	168516	234707	181237	76018	48254	92387	80245	104559	83224	439787	70956	84766	75716	108362	111016	110005	96192	117874	124621	102585	88223	45056	105361	139737	139267	139273	191853	179022	186556	204996	204573	139115	136493	188971	172892	109452	85741	43925	112645	90449	127056	142551	116585	102974	104708	96638	112910	66609	74132	98901	95571	140873	191224	128877	119914	119388	137272	121186	184182	126120	171129	103161	133773	143291	174493	157685	160091	134677	151819	179290	136662	163521	164226	143061	95201	94773	37238	140604	87632	105385	92693	60354	187324	192136	58713	107042	47092	56401	40232	41316	76590	134157
Palanichamy_2014:Subject-43213	105525	41521	73984	102398	97613	51283	46316	39673	49908	47574	52065	51256	62094	44753	56597	55130	45011	54614	48883	56856	47907	59336	54076	55973	49273	56105	63086	58691	58203	64004	63619	56482	58903	61188	57777	56423	61327	59639	55207	52859	64934	58890	59386	63069	52840	66408	52352	62231	57693	60969	63526	57762	53173	64299	50597	56563	63949	60249	59325	57412	58662	58660	54066	55584	55053	60853	64258	55409	61300	51104	69727	69896	61254	60379	59610	69179	55717	65856	76256	69296	67576	65776	65404	61539	61030	57489	71023	62942	64074	66598	68213	60445	66526	60734	61771	62233	65839	60329	64426	67566	65319	63298	60904	66416	60569	60521	59149	75999	68008	67781	64927	67511	60800	69977	59210	60430	62696	50533	71043	62058	63138	45642	52801	50725	143406	135851	143691	136894	80360	128592	164127	121584	118410	123787	163589	133627	63123	43109	72114	64042	81938	66331	70956	289170	63936	57647	79587	81992	82590	72595	87695	91637	76996	67054	36140	73139	103829	104219	104047	139552	123873	130349	141876	139264	94942	96220	130080	120463	83864	67634	35106	85506	71427	93116	104574	91422	78947	81592	75579	88141	54246	57972	74103	74405	102429	138253	90687	92988	94451	104050	94048	132709	97393	120146	78720	102086	107781	123191	116161	111698	102580	113790	127383	100799	118821	120398	104207	75800	74944	32145	101416	70123	80779	75133	51120	134651	137646	45034	73884	31966	41323	27854	29685	52820	94040
Rubelt_2016:TW01A	203091	51862	112835	241186	145004	68825	65777	56183	74232	68676	74172	74796	93120	64414	81402	79181	60905	74589	62289	77388	71234	88601	81064	74594	68636	102550	148586	123541	139700	149725	147140	119307	127361	133763	124897	118436	140403	110672	116810	108626	149263	134470	135783	140147	114614	157102	110071	147160	101679	140909	145925	136401	110945	138037	108140	119642	148093	147645	129173	114723	130786	128355	112664	122897	115448	136482	131083	119058	143832	107565	165115	166702	141533	144713	136367	155757	122064	158538	171579	148238	148687	153334	151596	140301	147530	121549	164324	147646	155138	161198	158244	147171	152277	141396	138678	147498	138988	146430	140288	162460	147136	130595	134819	156393	142913	130912	135102	164487	165185	149374	157038	152910	131182	162881	134743	134882	142537	97649	153879	133557	135976	93082	113194	107461	293610	285873	310902	335850	149765	301553	353301	229095	218262	249714	361136	266718	70778	45456	87672	78471	103813	79366	84766	63936	842160	151739	200282	217247	225239	198321	233518	258066	218606	203277	57191	105034	235382	214353	196832	317675	246450	270491	317434	297575	192634	183419	272892	236438	172633	142186	71057	155872	135204	182345	189980	155682	136715	143102	127976	159649	92264	114400	135503	136596	232213	314700	232036	187527	183673	203906	187193	293487	193964	332629	151562	200073	203958	291147	250311	257623	192649	217423	329157	197517	251166	252031	232091	139262	186806	52134	286446	167840	216066	178961	106924	307295	303100	75013	148041	66564	52312	56488	55620	81890	164832
Rubelt_2016:TW01B	168690	44800	99971	195882	125420	63491	59952	52160	67587	62404	67576	67856	84068	59393	73279	72150	55609	68076	56152	70333	64171	80097	73370	67526	62071	87838	123592	104489	116565	126723	123540	100042	106664	112368	103417	100794	119317	95191	100340	92123	126946	115997	115979	118152	96107	132197	92206	121152	89069	119196	122616	114219	92801	114274	92710	101309	123061	122645	111497	97586	112173	107264	95135	104256	95721	116536	112300	100020	121136	91819	137612	138885	120824	120516	114423	131109	101867	133485	144479	124880	124048	127764	127073	119064	124706	103280	139724	119564	129620	136803	132518	123123	128323	118854	116152	123507	116454	121652	117542	134308	123260	111638	112624	129922	119510	112529	117258	138502	137554	126041	131282	128466	109142	134528	116068	112470	117949	81667	128777	113624	111835	78458	94208	90541	238658	231070	249470	267430	111772	234757	287160	187581	184341	208531	286326	222420	64557	41613	79357	71206	93169	71601	75716	57647	151739	628525	169681	188869	181766	159843	196184	213989	183465	170763	54517	89708	187643	175190	162085	252572	206801	221825	254848	240497	160959	155893	222022	197582	140944	121609	61201	128071	112247	153134	159729	127548	116161	119847	110228	131410	79911	98667	116627	114715	195533	249049	191975	154814	148422	167605	153768	236840	160201	265675	127358	162519	166707	233244	201734	209964	154883	175143	256704	162610	200146	200532	190145	116446	155975	47204	229228	140204	174236	148617	92301	243999	242393	69913	133054	62576	44239	53372	53034	73558	145942
Rubelt_2016:TW02A	278485	71597	154399	318473	202221	87871	81892	67899	92863	83929	90936	92249	119036	78808	101642	97086	74228	95513	78885	97829	88330	113022	100813	95479	84701	117674	168049	141188	158228	175586	166829	129775	140121	150220	137890	133873	155957	128496	132811	115786	174916	157769	156309	161429	124512	178298	120037	162109	114982	158127	166988	150981	118451	155227	118921	134685	167851	167337	146429	132001	154377	138813	124736	137294	126681	154692	152259	129743	166294	120619	191159	196495	167002	167334	157248	177620	133182	185656	205664	174031	169118	179332	176765	165333	172212	139432	193549	163200	175749	188556	184089	169293	179248	161627	152470	169124	160552	166492	159288	186252	168839	147998	150634	179914	161928	156067	158498	198346	192622	170964	184415	178837	145335	186281	154984	150245	156625	105391	180293	147376	149749	96355	119876	114987	426133	410696	446028	458694	257797	442638	535250	294922	298742	337932	525029	364307	87058	52467	113845	95194	134474	99682	108362	79587	200282	169681	1460934	280746	275959	228469	300491	347376	282472	241263	66522	154389	284247	285329	251350	422885	357083	384638	461674	437402	258550	251279	407689	346401	214839	169070	75805	187196	153712	231165	246786	193552	168077	178541	155941	193266	109293	131747	171372	168150	288566	437421	283578	226577	226868	273993	232632	395390	252616	432766	190195	267090	274807	395259	329147	327007	255156	290375	430237	253419	321845	331865	296601	166221	211460	54169	348401	186069	250719	205898	114738	410062	418184	89873	193779	82649	74857	70543	67644	113883	218735
Rubelt_2016:TW02B	287527	71015	157336	332243	209699	91729	84398	69644	94947	87017	94467	93968	124249	80399	105592	100424	76591	98068	83034	101369	89262	114918	102624	98065	87402	129647	185259	158898	176147	191746	187270	153058	163450	172724	161144	150312	176556	140773	145560	138142	192457	170171	175640	179443	142492	200436	140228	183040	128827	176455	186001	170780	138016	182085	134122	156339	188975	186379	164084	144191	168749	162629	143294	154714	148482	173901	170516	148544	182852	136697	215442	214473	181874	182869	173629	198729	152718	205034	225776	195721	190256	195986	192443	180511	187273	156772	212582	192292	193412	207012	205465	183387	197999	180470	175594	187267	177398	183398	180360	206612	189285	167740	171191	203551	179190	167996	171499	221236	211919	191206	206030	196402	167598	213271	169045	173777	180556	124021	201224	167430	178655	116465	143513	135069	464336	442107	479339	528145	254616	466952	580179	339970	333269	382246	571145	412056	89607	54101	118150	97414	140238	103147	111016	81992	217247	188869	280746	1402237	295121	246325	312092	350299	285767	256024	73708	151959	333566	319515	284752	492390	366123	400431	485257	459123	265658	260549	434983	364916	246332	195057	85504	215265	181006	255505	271924	225690	188776	198965	171598	222624	119705	143559	182375	188814	323726	495108	311962	273880	264905	311931	274195	448163	299877	477249	219326	303196	321106	440221	380985	362076	299192	329793	479801	287408	376959	384486	346378	196408	251366	60126	394823	225581	295167	243773	135257	467552	476927	98540	202469	84274	73417	71820	72086	112611	227176
Rubelt_2016:TW03A	297595	71142	148885	346352	200880	86854	82316	67729	92836	85103	94228	94457	119969	78793	105030	98043	75547	94840	79743	99985	86114	113490	104188	95393	88199	128736	187844	159529	179945	191733	189782	154920	164547	174434	160971	153638	180495	141464	146742	140417	190181	169457	172073	181084	146166	204276	139500	189815	126498	178683	188503	172217	138516	181188	135078	153758	191977	187614	163780	148096	166293	164582	144573	153934	147554	175236	169440	152003	185192	134770	218254	220974	182818	186201	174875	198893	154500	206263	228634	195231	196996	201430	195412	179624	187754	153734	216908	195108	195342	209356	209022	187887	195039	183838	178439	190513	181016	189568	182545	212252	191967	168695	173396	204738	184570	167004	170560	219645	219812	195243	202749	197295	168847	218371	172285	176071	183891	124510	202428	168463	183342	116529	149133	135487	453668	436321	475560	534397	270095	475592	562185	340589	329191	375114	578858	407969	91177	52566	115722	98092	138662	101978	110005	82590	225239	181766	275959	295121	1455802	274291	321337	365463	297667	268875	67208	145800	345434	316148	286687	504594	356842	401168	480671	450963	265913	250721	413323	348564	244759	192327	89223	216317	179746	249159	265427	221738	185396	195936	171735	221564	117231	143522	177428	181145	322251	488800	309094	265277	262862	297420	264239	441549	286019	484718	209796	293239	304881	427104	362725	361294	289204	325081	489996	277705	369023	379708	328918	189622	249149	59237	405362	225509	294872	245635	133640	465549	466177	92216	188749	81971	72362	66137	67805	103614	217771
Rubelt_2016:TW03B	246168	62754	127769	289355	168148	76293	72868	60935	83647	75501	83033	84932	104190	70900	93472	87129	67577	83356	69220	88275	77621	101175	93529	83269	78642	116606	167023	140374	160052	171086	168264	137492	143513	155216	141966	135083	161445	127086	131949	124161	169276	152871	153359	160537	131373	181065	124458	165893	113416	157277	168750	152744	123682	157772	123359	136965	171582	169172	146052	134075	148662	147971	127877	138027	130638	156689	146729	134122	164077	121624	194250	196737	163689	167050	156056	177509	135665	184052	200541	171762	174057	178202	174219	161108	169415	137496	191183	170729	172397	186057	186323	169355	174117	164898	158804	171550	159864	170573	162132	189236	171535	149255	153084	182652	163857	150022	152290	190400	194144	169651	179259	175058	148249	191338	155495	155772	160140	109824	178401	150816	159123	104449	130879	118481	355550	346171	376292	403802	205848	371888	428670	269140	259802	296377	442966	317652	81910	48065	99667	88022	119907	90078	96192	72595	198321	159843	228469	246325	274291	1045838	263827	295637	246389	225401	59879	122880	283125	252956	230271	388148	291309	321839	375732	356470	225145	209236	320028	276367	198170	161448	79022	180862	154707	213088	221590	183420	159147	165357	148026	184225	103776	127438	151201	152402	268012	378702	262999	215493	215011	236999	215299	349606	220317	391377	171650	233484	239120	343337	285652	305390	226359	259992	398128	227743	298909	299013	269120	159977	212443	55053	338969	193910	248111	209901	120310	366386	363665	81460	164271	75115	63257	60952	61833	88300	189339
Rubelt_2016:TW04A	318893	75741	162984	366972	224357	95989	87809	74372	99848	91773	98575	99775	131828	83393	109117	108272	80460	103626	85846	107003	93179	121751	110040	104183	92011	133228	197702	166390	187182	199075	196804	155183	170269	178576	161826	160061	186098	146738	154352	143036	200969	179035	179440	188417	147650	210527	142051	194291	136266	192642	194365	179507	141686	184561	136995	156050	196051	191697	173757	153668	173630	165983	147534	157944	149388	182501	182255	157751	192540	137226	224042	228466	191330	193002	179151	207079	159040	215557	240268	202743	199438	207472	203532	189563	196679	158552	232162	193458	208441	226137	214757	192229	201635	188112	184915	193067	188957	195061	188306	218617	195994	176204	178309	209688	191350	176817	182573	231845	223381	207280	209999	205847	173339	219579	182178	177631	191003	126150	209408	174940	183982	118771	146267	141501	505799	481812	524687	583756	280727	505112	634112	387560	386191	427117	646742	473966	96102	57160	124339	106313	151127	109072	117874	87695	233518	196184	300491	312092	321337	263827	1666529	409179	314263	274361	77430	162909	353823	341981	310885	545679	396478	440058	530794	498016	284891	275304	466545	392746	261803	207989	91262	227405	189161	265088	289972	233831	194987	207558	184992	233141	122726	151057	190709	194399	356448	533448	334331	289725	277668	326323	286845	485862	315136	523980	227629	317482	329473	460933	397054	387197	312379	347823	522439	300261	393629	412065	355989	200258	268107	61560	426713	235738	306314	253555	137908	509498	513321	101851	223354	94011	78680	76998	78279	119044	250239
Rubelt_2016:TW04B	348584	78037	172759	415092	239309	99824	91280	76642	104202	95754	103647	103668	138859	86050	114376	112558	83586	107907	88716	111246	96874	127804	114988	108098	95748	136630	208439	172428	198737	209520	206341	161496	177337	186844	168995	166217	195062	151488	159852	147961	210724	186957	187589	197195	154031	221073	147102	204438	139110	201239	203646	188142	146884	193310	142277	162983	205979	201963	181355	159558	181126	172831	153859	164417	155796	190696	189482	164527	202340	142216	236799	242385	201671	204863	187941	216589	165738	227400	253497	212096	209371	218292	213436	198887	208082	164616	244377	205456	217452	237814	226042	203382	212362	198258	193553	203444	196517	206509	196823	231437	205503	182981	185715	222220	201692	184026	190316	243748	237100	216497	221143	215972	181119	233367	189562	186577	199890	129814	219462	181970	193378	121812	153021	146058	558913	532332	584218	668874	321242	583182	716643	413464	411345	461666	730835	512931	100241	59562	130942	110319	158233	113829	124621	91637	258066	213989	347376	350299	365463	295637	409179	2206219	370061	317919	81822	173345	390314	380544	340348	610237	442897	498039	610234	566110	311998	302274	522940	434250	280887	220199	95415	238969	196611	280211	306486	244533	202355	218090	192491	244284	128064	159861	202486	205876	384484	597972	364634	307240	297862	353547	308624	533895	339841	599089	240116	345016	355830	514689	434728	421072	335958	376808	592094	321202	424302	448291	381975	210819	289415	62525	481030	254216	340901	276838	144459	567481	565008	109426	243642	100560	80532	81243	83059	127408	268500
